text_clean,sentiments,scores,features
gapinter nonton erti pinter,positive,0.953665852546692,[ 2.7801611 -2.5088677 -0.3539447]
untan,negative,0.5652894973754883,[-0.6920557  -0.20793763  0.53482264]
generasi tapera,neutral,0.5923129320144653,[ 0.18163858  0.7518943  -1.3443605 ]
kampus,positive,0.4911556839942932,[ 0.42562243 -0.7270607   0.09743222]
ghaza itb jurus wilayah kota bedain heksagon pentagon hahaha,negative,0.6086236238479614,[-2.6571891   0.88733447  1.3573381 ]
vibes ny film gifted thailand,neutral,0.5147634148597717,[ 1.1632322  1.2381551 -2.9732842]
acara kayak acara korea,negative,0.9740076661109924,[-1.7751987 -1.4026608  2.7450864]
inspirasi anak pen bismillah pny anak pintar cerdas untung sholeh sholeha aamiin,positive,0.9838323593139648,[ 3.4736855  -0.74013203 -2.9371912 ]
indonesia kurang orang pintar indonesia kurang orang orang jujur,negative,0.9957190155982972,[-2.4113915 -1.7810189  4.095101 ]
bikin merinding dengar prestasi,positive,0.9830857515335084,[ 3.1793354 -1.6645718 -1.4952912]
indonesia butuh acara kelas,neutral,0.8097846508026123,[-0.05237081  1.5165298  -2.109481  ]
moga kampus2 partisipasi season terimakasih ruang guru suka banget coc,positive,0.9938433170318604,[ 4.0598226 -1.2049932 -2.8237627]
kakkk kerenn gausa nngis,positive,0.9925744533538818,[ 3.6806405 -2.2269495 -1.6663706]
gman nasib anak tetangga,negative,0.9870402216911316,[-2.553304  -1.2189707  3.347646 ]
nangisin org pinter,negative,0.997552454471588,[-2.3860562 -2.0787716  4.482689 ]
terima kasih,positive,0.8404970169067383,[ 2.1901872   0.49229455 -2.8149643 ]
wihh orang lamongan,positive,0.968189775943756,[ 2.6916056 -1.4708159 -1.3662784]
sii lihat jugaa,neutral,0.5110531449317932,[ 0.16683435  0.4222311  -1.2807783 ]
tegang nontonx,negative,0.9975693821907043,[-2.3474586 -2.263749   4.4056053]
nan,positive,0.5520077347755432,[ 0.5400192  -0.94198436  0.00282718]
kereeennn bangeeettt emang ruang guruu nnton university war korea doa moga versi indonesia ruang guru pelopor indonesia nyaaaa kereeennnnnnnn org indonesia kereennn cerdas pinter2 kaannn,positive,0.9908533692359924,[ 3.558664  -1.9830053 -1.6792781]
moga anak2 pinter kyak mrk budi pekerti aamiin,positive,0.9882200956344604,[ 3.4982579 -1.3226396 -2.058624 ]
keren banget tonton 6 juta 2minggu moga motivasi anak anak indonesia moga acara acara keren gin,positive,0.9918662905693054,[ 3.6101148 -1.6536354 -2.190869 ]
ayanokoji,positive,0.7483967542648315,[ 0.8731313  -0.83202255 -0.99478465]
watch english subtitles,neutral,0.9787569642066956,[-1.93182    2.8644395 -1.4448197]
acara lbh dominan dripda menye menye neng banget lihat org pinter,positive,0.841668963432312,[ 1.7019614  -1.5744115  -0.19282418]
biar acu pinter angan mau wkwkwk,positive,0.7578109502792358,[ 1.1367645 -1.4801463 -0.2633763]
pliss acara keren bangatt huhu smoga trus,positive,0.9879781007766724,[ 3.5349817 -1.0683861 -2.6072361]
acara gin seru kadang kesel sebel iri emosi campur aduk pdhl lomba org,negative,0.867601752281189,[ 0.23093297 -2.4923813   2.1744428 ]
hi alf suka bidang humaniora,positive,0.7169548273086548,[ 2.2731903  1.3362476 -3.5480263]
ko alfie aya acin teman anak bos kerja,neutral,0.9401999711990356,[-2.3407562   2.4364595  -0.46062076]
voucher alfa emang dipake nambahin jajan pas kuliah,neutral,0.6588571071624756,[ 0.41037765  1.1711571  -1.8150647 ]
trofi ucl min,neutral,0.5907993912696838,[ 0.95431525  1.3392596  -3.0725396 ]
pdf yaaa,neutral,0.9771668314933776,[-1.9165404  2.755547  -1.5121521]
hawa,negative,0.903628945350647,[-0.40271345 -1.5203183   2.1184666 ]
jujur acara acara variety show korea selatan gk nyangka indonesia hebat sih partisipasi moga acara moga dukung perintah,positive,0.9797242879867554,[ 2.9935775 -2.1702902 -1.2077472]
mantap indonesia acara kayak gin,positive,0.9944820404052734,[ 4.0829906 -1.3029503 -2.8572412]
suka banget nonton gin keren gilakk,positive,0.9967989921569824,[ 4.543806  -1.4137039 -2.8341014]
kerennnnn bangetttttt,positive,0.9967304468154908,[ 4.296253  -1.9977528 -2.251784 ]
acara bagus tetep julid tt,positive,0.9946154952049256,[ 3.9346464 -1.7898037 -2.208308 ]
anak uin satu2nya wow,positive,0.9944316744804382,[ 4.207711  -1.1516106 -2.8105156]
noo kakaa emilda eliminasi duluan,neutral,0.5266045331954956,[-2.475825    0.4926206   0.32724473]
senyum karir cuyy,positive,0.995223104953766,[ 4.069169  -1.7704326 -2.202116 ]
bang fahmi fans,positive,0.6003822088241577,[ 0.87307274  0.39182556 -2.1719873 ]
sumpah udh menang wkwkw,positive,0.9926980137825012,[ 3.7620003 -1.4986963 -2.3738136]
tertawa sembunyi,negative,0.9556883573532104,[-0.977142  -1.5931123  2.5258996]
ipk 3 95 jurus manajemen ekonomi ikut krn univ gk nama,neutral,0.8882890343666077,[-2.4027889   2.1071029  -0.05780927]
seru banget nontonin gin,positive,0.9953195452690125,[ 4.0451794 -1.7608968 -2.335893 ]
mahasewa suka demo menang lihat,positive,0.6210622191429138,[ 0.8758959  -0.9637447   0.08020674]
wajah wajah menang pas kalah ama menang teman teman kampus keren keren,positive,0.9917437434196472,[ 3.716419  -2.0438814 -1.5475125]
4x ngulang eps,positive,0.6002205014228821,[ 0.5137672 -0.570649  -0.601111 ]
nan,positive,0.5520077347755432,[ 0.5400192  -0.94198436  0.00282718]
lihat udh waw bgt ngitung duit cepat,positive,0.977633535861969,[ 2.9515722 -1.5607466 -1.4792132]
serta coc tahan eliminasi sumpah keren banget,positive,0.997286319732666,[ 4.519519  -1.7712507 -2.5301445]
pinter banget sumpaaaah,positive,0.9903353452682496,[ 3.6731136 -2.2611403 -1.2728958]
ken ugm bentur ekonomi moga ppg daljab ugm bismillah,neutral,0.983134627342224,[-1.305337   3.0096006 -2.5665133]
moga acara rutin dilaksanain,positive,0.9569069743156432,[ 2.9441826  -0.22146103 -2.9174097 ]
kereeen,positive,0.99005788564682,[ 3.5004272 -2.214315  -1.4985298]
barokalloh keren,positive,0.99566251039505,[ 4.067586  -1.9646415 -2.1691346]
ngikutin korea nih,negative,0.9648706912994384,[-1.2212224 -1.7615361  2.550783 ]
bagus banget acara,positive,0.9966620206832886,[ 4.3054686 -1.9075673 -2.3051834]
dukung maxwell,positive,0.7793894410133362,[ 1.8070529  0.5193422 -3.1330297]
lomba degdegan puyeng wkwkwk,negative,0.9968979358673096,[-2.3740675 -2.1333752  4.2192187]
asli nagih nontonnya subscribe deh,positive,0.9878260493278505,[ 3.4061756 -1.2190244 -2.5764294]
nonton keduluan penasaran pinter gin org,negative,0.9921722412109376,[-2.1780477 -1.6075848  3.6826937]
nan,positive,0.5520077347755432,[ 0.5400192  -0.94198436  0.00282718]
lolos tetep menang mata pinter bidang,positive,0.9744763374328612,[ 2.903712  -2.0581799 -1.0495218]
tim suka bahagia lihat nonton org org pinter masyaallah,positive,0.9932678937911988,[ 3.8139434 -1.9939156 -1.7656959]
rianii omaygat keren bangett,positive,0.9956952333450316,[ 4.1133294 -1.7796365 -2.3468106]
semangat terus prestasi harum nama indonesia kacah internasional,positive,0.986142098903656,[ 3.3575206 -1.1637063 -2.3943107]
masyaallah moga ana sepinter aamiin,positive,0.8801442384719849,[ 1.9143302  -0.24036562 -1.9858142 ]
ngerasa banget hidup,positive,0.9884958267211914,[ 3.432635  -1.7562605 -1.673435 ]
nonton org pinter harap pinternya nular gppkan,negative,0.9889079928398132,[-1.6493306 -2.0346246  3.3599868]
cocokk motivasi orang males ajar contoh guaa,negative,0.995051085948944,[-1.5226455 -2.4778183  4.106497 ]
suka coc hibur otak pintar,positive,0.811200737953186,[ 2.076556   0.5935227 -3.074669 ]
menit 8 21 tuh total persis ngerjain kuraang teliti ketemu 2492 2678 kaya video coc,neutral,0.9845155477523804,[-2.7607896  3.4423702 -0.8476226]
merinding liat asa banget dag dig dug,negative,0.98984295129776,[-1.5788138 -2.222334   3.422844 ]
yesaya sombong duluan awal eh lolos ronde 1 untung lolos,negative,0.99660986661911,[-2.0153816 -2.3370318  4.213303 ]
takut hujat netizennya ngitung,negative,0.9976471066474916,[-2.7750888 -1.7250344  4.6247725]
please ambil anak2 pelosok,neutral,0.5368528962135315,[-2.1330652  0.767733   0.5542034]
good job ruang guru acara kualitas,positive,0.988920509815216,[ 3.4915388 -1.3134756 -2.3126106]
keren pol,positive,0.9967490434646606,[ 4.3311105 -1.9004074 -2.3181055]
gilaakkkk kerennnn,positive,0.9967871904373168,[ 4.3086495 -2.0030642 -2.256757 ]
aaahh keren banget acara ikut merinding ngerasain banget tekan babak gileee sih emang hebat hebat,positive,0.9950668811798096,[ 4.0566397 -2.1789548 -1.7528311]
gileee keren banget 2 anak sd motivasi banget les skul baik pikir salah ank2 modal biar saing orang2 keren ruang guru kerennnn,positive,0.9953041076660156,[ 4.100647  -2.1824725 -1.7596103]
suka bngt personal agas selametin temn2nya lolos liat santuy bngt sanggup nontn eps 4 agas maxwell eliminasi,positive,0.9920669794082642,[ 3.7277963 -1.752483  -1.8375471]
merinding nontonya,positive,0.8215033411979675,[ 1.7888563  -2.4645848   0.19462854]
fyp 2x nonton deh wow amazing keren acara,positive,0.9927793145179749,[ 4.05065   -0.9965257 -3.024599 ]
yesaya bilang gampang,positive,0.852477490901947,[ 1.8536209  -0.05348707 -1.853738  ]
walupun gugur baik masuk coc deh keren bgt semangat adik2,positive,0.9938924312591552,[ 3.9342566 -1.6021214 -2.1830928]
ruang guru banyak tonton gin tu motivasi banget,positive,0.965157985687256,[ 2.7119462 -1.4612901 -1.1657954]
gila merinding bagus banget motivasi anak anak muda indonesia jenjang kuliah gila keren,positive,0.995535135269165,[ 4.151857  -1.9821852 -1.9156183]
bangga adik ibnu unhas semangat,positive,0.991130828857422,[ 3.9709814 -0.8743777 -2.856332 ]
serasa nonton ejen ali bgitu beda jurus,positive,0.7723019123077393,[ 1.4089422  -0.9458073  -0.20093016]
malu otak otak otak pintar,negative,0.998047947883606,[-2.3546762 -2.2093887  4.6506658]
mwnya kasi tonton tau menit kebrspa selesai akademis durasi detail menit loading aja evaluasi panitia bagus animasi 2d 3d,negative,0.6285285949707031,[-1.1547551  -0.12966283  0.70282173]
ibnu budiman sujatmiko,neutral,0.9922904372215272,[-1.5694788  3.6472342 -2.4084954]
keren,positive,0.9971580505371094,[ 4.437896  -1.8782336 -2.4276972]
nama contek,neutral,0.9929267764091492,[-1.877478   3.6039188 -2.2186282]
keren bgtt percaya bilang percaya 80 persen 100 persen lolos,positive,0.9904581308364868,[ 3.5279243 -2.1281195 -1.565407 ]
sadar cma lengkap ekosistem,negative,0.4676936268806457,[ 0.0153791  -0.8776825   0.22913766]
banget prestasi nyaa,positive,0.9958209991455078,[ 4.2462506 -1.659373  -2.274566 ]
maxvell mhs suroboyo banget yaopo rek,positive,0.9575799107551576,[ 2.787619  -0.4178102 -2.7963326]
ganti judul clash calculator,neutral,0.9635011553764344,[-3.198244    3.1124618  -0.20997931]
takut hujat netizen smua pintar anjing,negative,0.9982036352157592,[-2.5155718 -2.1400387  4.703095 ]
yesaya bangke ngejokes,negative,0.9974815249443054,[-3.0721233 -1.6660812  4.5347037]
merindingg banget woiii moga pintar nularr,negative,0.5775842070579529,[ 0.8444281 -2.182832   1.2046036]
kangen maxwelll tonton deh,positive,0.9213891625404358,[ 2.4798756  -0.03076573 -3.016493  ]
sih soal2nya sbenarnya ronde 1 3 prnah lomba matematika tingkat kabupaten mugkin butuh sdikit sih,neutral,0.427466869354248,[ 0.09594194  0.32187122 -0.29137844]
segerrr lihat orang2 pinter gin,positive,0.9960546493530272,[ 4.195331  -2.1001403 -1.9627205]
keren banget acara insecure ipk 3 6 otak nyampe hitung,positive,0.995008111000061,[ 4.065111  -1.6559255 -2.2884305]
jago syakirah,positive,0.9716778993606568,[ 3.1067526 -2.4986546 -0.563514 ]
mantap,positive,0.997199773788452,[ 4.5975294 -1.5799172 -2.62162  ]
kayak seru tutor ngitung,positive,0.7370931506156921,[ 1.4494814 -1.5459273  0.2674801]
haru lihat terima kasih ruangguru,neutral,0.965682327747345,[-0.63782036  2.7898111  -2.9951427 ]
gagal orang pintar lawan orang pintar eliminasi salut,positive,0.601298987865448,[ 1.4898479 -2.8270438  1.0586414]
bangga acara negara cinta,positive,0.9943692088127136,[ 3.890559 -1.734786 -2.295783]
moga pinternya nular,positive,0.9790727496147156,[ 3.047979  -1.5418797 -1.4420455]
hebat lanjut,positive,0.9963526725769044,[ 4.313706  -1.7462257 -2.3118353]
merinding lihat orang pinter2 bangetttt,positive,0.9444658756256104,[ 2.5940635 -2.4761302 -0.3525317]
menang nonton haru lihat anak anak,positive,0.9790553450584412,[ 2.8513725 -1.5094475 -1.9017458]
kerennnnnb,positive,0.9968559741973876,[ 4.3185415 -1.9398159 -2.3745162]
agas omong banget tingkah bagus,negative,0.9957219362258912,[-1.6156588 -2.6337843  4.142737 ]
semangat,positive,0.9906387329101562,[ 3.6176755 -1.3840762 -2.2881362]
negri konoha bisa plagiat tiru acara korea selatan nonton snu menang,negative,0.995554268360138,[-2.417536  -1.9018565  3.97769  ]
acara keren banget,positive,0.9969590902328492,[ 4.427245  -1.6918948 -2.6431978]
kesini garagara pgn lihat org pinter2,negative,0.7807552814483643,[-0.21394095 -1.2667574   1.3554614 ]
ken sih minim biaya takdir,positive,0.5389209985733032,[ 0.59045714 -1.7604563   0.3163853 ]
konten didik,positive,0.6458349823951721,[ 0.6519293  -0.51248413 -0.7908189 ]
saran angka lewat,neutral,0.9966617822647096,[-2.2050958  4.084056  -2.4228413]
keren keren banget herannnn,positive,0.93880033493042,[ 2.738209  -3.024082  -0.0416813]
acara cerdas mngasah iq lihat kumpul monster,negative,0.7956051230430603,[-1.483023   -0.23435165  1.3769224 ]
keren banget acaranyaaaaaaa,positive,0.9968826770782472,[ 4.405567  -1.7200816 -2.5629132]
pas suka tahu gabung tani teknologi wow perfek,positive,0.9932538866996764,[ 4.3006315 -0.7872947 -3.0833118]
pinter dr indonesia jujur korupsi,negative,0.9771050214767456,[-0.6463501 -2.7157037  3.226237 ]
gpa,neutral,0.6016781330108643,[ 0.09374598  0.6913461  -1.4989121 ]
usu medan,neutral,0.8618285059928894,[-0.28601587  1.6914506  -2.1296284 ]
wakil ptn sulawesi selatan gugur,neutral,0.9778559803962708,[-3.4364753   3.34791    -0.49113414]
tim nonton merinding,negative,0.979073166847229,[-1.624128  -1.7924172  2.833986 ]
giat yah adek2 nnt kerja fesbuk bidang,positive,0.942734718322754,[ 2.490486  -0.4887899 -2.1233068]
insecure lihat org pintar,negative,0.983205020427704,[-1.13963   -2.2934947  3.204261 ]
kerenn bgtttt ruangguru ruangguru alhamdulillah skrg deh kuliah undip makas ruangguru,positive,0.9935494065284728,[ 3.9296086 -1.3777635 -2.5479817]
university war indonesia korea versi,neutral,0.9946507811546326,[-1.5719514  3.9315577 -2.7095096]
cerdas iq eq sq pq pandai ukur aspek akademis hitung matematika mahir bidang seni sosial spritual fisik timbang luar mampu akademis,neutral,0.8880438804626465,[-0.16701446  2.0056195  -2.401252  ]
yng pintar ksulitan njirrr,negative,0.9969747066497804,[-2.235317  -2.1373081  4.3057585]
lolos ikutt tuh kerennn bangetttt,positive,0.9951000809669496,[ 3.9898324 -1.9653387 -2.0713706]
patut iri pintar ttp semangat,positive,0.9903737306594848,[ 3.593681  -1.4199541 -2.1913862]
merinding menang,positive,0.9594038724899292,[ 2.6652405 -2.183567  -0.7022466]
moga sering acara tantang,positive,0.9263185262680054,[ 2.4671462  -0.12382895 -2.9155483 ]
1 3 screen shotnya ss 2 aja,neutral,0.99324631690979,[-2.5875888  3.5407333 -1.8367646]
acara kaya gin tampil layar kacaaaaa,positive,0.9433700442314148,[ 2.2841663 -0.8665195 -1.778292 ]
teman bicara penasaran,negative,0.9473519325256348,[-1.0208559 -1.3331542  2.4183261]
abg,negative,0.9767736196517944,[-1.9045064 -1.1018586  3.0073864]
eliminasi hebat semangat pokok,positive,0.995412290096283,[ 4.097293  -1.8348    -2.1395845]
layar ko,positive,0.6034752130508423,[ 0.538225   -0.63183993 -0.52100646]
keren abisssss hope like,positive,0.9951518774032592,[ 4.0772843 -1.5467353 -2.59809  ]
yeyasa,positive,0.8309239745140076,[ 1.3581513  -0.94930035 -0.90554875]
lambat banget sih ubah orang minder banget salah salah dikit kena mental hujat kawan keluarga,negative,0.9976346492767334,[-2.063926  -2.3822227  4.527164 ]
strategi marketing bagus banget sih,positive,0.997002899646759,[ 4.4844284 -1.7988949 -2.2932832]
tonton berkelassss,positive,0.6630936861038208,[ 1.0557117   0.30475712 -2.2639065 ]
banyak acara,positive,0.6351242661476135,[ 1.8142397  1.242434  -2.7919416]
semangat lolos kecil hati tahap hebat anak bilang mama bangga nak,positive,0.9904820919036864,[ 3.5444753 -1.7716796 -1.8162128]
allah jadi anak nuraga anak cerdas kakak kakak acara amin,positive,0.987204372882843,[ 3.3608353 -1.2870786 -2.3290517]
menang haru gas nonton iniii,positive,0.9655615091323853,[ 2.40765   -1.5041473 -1.7488507]
terharuuuuu banget lihat orang jenius iniii moga anak ku jenius,positive,0.9891889095306396,[ 3.4913552 -1.9915564 -1.5035946]
sukakkkk bangett pokok,positive,0.9970755577087402,[ 4.4774303 -1.8680592 -2.2661364]
gk suruh ngitung suka lihat,negative,0.9128723740577698,[-0.7586946 -1.323779   2.0405276]
keren acara banyakin kky gin,positive,0.9939844012260436,[ 3.7933338 -1.7002549 -2.4523077]
eman sih undur hasil,negative,0.9868985414505004,[-2.483694  -1.1088927  3.4384005]
xaviaer gk gk lolos,negative,0.9821750521659852,[-1.6664622 -1.6311316  3.0536811]
university war versi lokal,neutral,0.98795485496521,[-1.9117243  3.1904163 -1.9076948]
university war versi lokal,neutral,0.98795485496521,[-1.9117243  3.1904163 -1.9076948]
pokok hebat bangga otak iku ngebul ngitung,positive,0.6436681151390076,[ 1.5540361  -2.3245122   0.92464256]
tambah sedia kursi meja serta nyaman,positive,0.8848724961280823,[ 3.0286405  0.9805416 -3.7599626]
sublek bang keren habis,positive,0.98160320520401,[ 3.3451858 -2.7028112 -0.7665681]
mamak lihat,neutral,0.4356237649917602,[-0.09136663  0.14996754 -0.5234165 ]
bagus sih acara cuman bahas sih serta jabar cepat ken gmn,negative,0.5285523533821106,[ 0.24286698 -1.4513993   0.52587456]
gigi nongol acara mutu biar viral cma goyang,negative,0.9958696961402892,[-2.9199164 -1.5174966  4.1877   ]
tes cpns lewaat,neutral,0.6522887349128723,[-1.5215293   0.87230545  0.05537244]
yessaya gegayaan banget anjing wkwk eh masuk season 1,negative,0.9876411557197572,[-1.5407202 -2.0620058  3.3063214]
nan,positive,0.5520077347755432,[ 0.5400192  -0.94198436  0.00282718]
haruss acara min,negative,0.8966585397720337,[-2.7281353  -0.14921501  2.0845373 ]
haru lihat orng pintar moga kak sekses poko aamiin,positive,0.943456768989563,[ 2.1348343 -1.1813905 -1.6098766]
asa org dongo,negative,0.9940831065177916,[-2.9060233 -1.374182   3.9455125]
jurus matematika bilek,positive,0.9234126210212708,[ 2.0639932 -0.8156942 -1.5558405]
mrinding pinter2,positive,0.982521653175354,[ 3.113267  -1.8297017 -1.4283756]
keren banget sii bener keren banget,positive,0.996429979801178,[ 4.2470894 -1.9271016 -2.2549589]
